x,y,z,porosity
598477.58,6909026.67,114.62,0.108560142704125
598477.56,6909026.67,114.52,0.172733840655253
598477.68,6909026.66,114.61,0.165566456882776
598477.67,6909026.64,114.5,0.15148888181226
598477.75,6909026.66,114.46,0.179906885147799
598477.75,6909026.66,114.46,0.117183067900019
598477.77,6909026.66,114.4,0.179258851295447
598477.75,6909026.66,114.46,0.101802535678594
598477.85,6909026.66,114.41,0.131617505602765
598477.75,6909026.66,114.46,0.145042011626274
598477.72,6909026.66,114.54,0.145110793607929
598477.72,6909026.66,114.54,0.137555573129106
598477.68,6909026.66,114.61,0.135484986961831
598477.72,6909026.66,114.54,0.116125726225727
598477.68,6909026.66,114.61,0.11569413062267
598477.72,6909026.66,114.54,0.168178471924011
598477.85,6909026.66,114.54,0.155291113193748
598477.85,6909026.66,114.43,0.130308516927256
598477.96,6909026.65,114.47,0.115220009358139
598477.96,6909026.65,114.47,0.12044999056623
598477.97,6909026.65,114.41,0.123754720831083
598478.02,6909026.65,114.46,0.17166444417216
598477.96,6909026.65,114.47,0.179276818160305
598478.02,6909026.65,114.46,0.106719555250742
598478.18,6909026.65,114.44,0.127763306824722
598478.18,6909026.65,114.44,0.107079118660135
598478.23,6909026.64,114.4,0.150451015305174
598478.42,6909026.63,114.67,0.120147150595016
598478.28,6909026.64,114.61,0.134071781516184
598478.01,6909026.65,114.63,0.140729789487037
598478.09,6909026.64,114.65,0.122277160190611
598478.09,6909026.64,114.65,0.143062755584413
598478.19,6909026.64,114.64,0.164201518795551
598478.19,6909026.64,114.64,0.10978178877723
598478.26,6909026.64,114.66,0.160037629167287
598478.26,6909026.64,114.66,0.138392682133825
598478.28,6909026.64,114.61,0.179909879286186
598478.31,6909026.64,114.45,0.137361056060784
598478.49,6909026.63,114.45,0.143288720748629
598478.31,6909026.64,114.45,0.107061493448481
598478.28,6909026.64,114.61,0.177591727728509
598478.42,6909026.63,114.67,0.149789409577554
598478.49,6909026.63,114.45,0.13598151373654
598478.49,6909026.63,114.45,0.172803180575862
598478.62,6909026.62,114.47,0.172514468302581
598478.62,6909026.62,114.47,0.110118839786195
598478.65,6909026.63,114.35,0.12056930396609
598478.62,6909026.62,114.47,0.148270043527764
598478.54,6909026.63,114.56,0.115051227024018
598478.54,6909026.63,114.56,0.12125736913433
598478.53,6909026.63,114.6,0.113905170542435
598478.53,6909026.63,114.6,0.140680854619236
598478.42,6909026.63,114.67,0.150126764092297
598478.42,6909026.63,114.67,0.133165124459975
598478.46,6909026.63,114.71,0.107511086363247
598478.48,6909026.61,114.7,0.127985238329815
598478.53,6909026.63,114.69,0.142330510927652
598478.53,6909026.63,114.69,0.179392493764954
598478.69,6909026.62,114.66,0.10844870694284
598478.53,6909026.63,114.69,0.150443542987831
598478.53,6909026.63,114.6,0.148322776613956
598478.69,6909026.62,114.66,0.161968391959264
598478.77,6909026.62,114.66,0.137504847142669
598478.77,6909026.62,114.66,0.11168928429658
598478.82,6909026.61,114.67,0.117377717577189
598478.82,6909026.61,114.67,0.169714838541684
598478.84,6909026.62,114.55,0.175385656236693
598478.84,6909026.62,114.55,0.108569919933934
598478.85,6909026.62,114.43,0.140254407748285
598478.85,6909026.62,114.43,0.124384790243702
598478.84,6909026.58,114.31,0.162078889573418
598478.85,6909026.62,114.43,0.158209635204284
598478.81,6909026.62,114.47,0.121443460529583
598478.81,6909026.62,114.47,0.161479765306814
598478.62,6909026.62,114.47,0.167311156412964
598478.81,6909026.62,114.47,0.132218709621727
598478.84,6909026.62,114.55,0.17523011120635
598478.84,6909026.62,114.55,0.101245600474785
598478.78,6909026.62,114.55,0.149126546264157
598478.78,6909026.62,114.55,0.112700595189321
598478.81,6909026.62,114.47,0.130495157636071
598478.78,6909026.62,114.55,0.133981623904597
598478.77,6909026.62,114.66,0.154493959667089
598478.54,6909026.63,114.56,0.130899775675647
598478.58,6909026.63,114.56,0.120318091517412
598478.58,6909026.63,114.56,0.161511957201293
598478.62,6909026.62,114.47,0.114571238685057
598478.84,6909026.62,114.55,0.179881740976766
598478.97,6909026.61,114.58,0.125699497332823
598478.97,6909026.61,114.58,0.109652569609462
598479.17,6909026.6,114.54,0.16217156370184
598479.19,6909026.58,114.47,0.176980362644851
598479.17,6909026.6,114.54,0.131391419219109
598479.17,6909026.6,114.54,0.154048892778626
598479.17,6909026.6,114.76,0.123748692709234
598478.82,6909026.61,114.67,0.118340142032879
598478.9,6909026.61,114.69,0.167254048863732
598478.9,6909026.61,114.69,0.13118740960989
598478.97,6909026.61,114.58,0.149790349422886
598478.9,6909026.61,114.69,0.165202878659107
598479.01,6909026.6,114.77,0.176561664081914
598479.01,6909026.58,114.77,0.139653480498829
598479.16,6909026.58,114.76,0.167501202173057
598478.97,6909026.61,114.58,0.143537877285265
598479.11,6909026.6,114.66,0.148152071692956
598479.11,6909026.6,114.66,0.135489913965045
598479.16,6909026.58,114.76,0.154554482112069
598479.16,6909026.58,114.76,0.153826339693493
598479.5,6909026.59,114.66,0.173511997476574
598478.47,6909026.61,114.7,0.149039998264002
598478.55,6909026.62,114.77,0.118621012934505
598478.55,6909026.62,114.77,0.111472348470909
598478.68,6909026.62,114.76,0.11385246771919
598478.68,6909026.62,114.76,0.160239675273252
598478.77,6909026.62,114.66,0.106036453317422
598478.77,6909026.62,114.66,0.105917972346222
598478.78,6909026.62,114.8,0.120397507882555
598478.55,6909026.62,114.77,0.112330464741348
598478.54,6909026.62,114.82,0.115235631425796
598478.54,6909026.62,114.82,0.151763948687376
598478.6,6909026.62,114.83,0.163058808247112
598478.55,6909026.62,114.77,0.100659313742583
598478.6,6909026.62,114.83,0.178691882357771
598478.6,6909026.62,114.83,0.100628312329049
598478.68,6909026.62,114.76,0.164921609544508
598478.42,6909026.63,114.67,0.108700159143853
598478.4,6909026.63,114.74,0.173596199633114
598478.4,6909026.63,114.74,0.102337029938321
598478.46,6909026.63,114.71,0.14858477612762
598478.4,6909026.63,114.74,0.157726598319709
598478.4,6909026.63,114.91,0.106246084027878
598477.36,6909026.67,114.9,0.157950907891753
598477.4,6909026.67,114.78,0.173317916745031
598477.08,6909026.67,114.93,0.155825763041182
598477.26,6909026.68,114.9,0.170971153445503
598477.26,6909026.68,114.9,0.148186595785325
598477.36,6909026.67,114.9,0.178149968440171
598477.26,6909026.68,114.9,0.164683680198053
598477.31,6909026.68,114.77,0.177419284542955
598477.31,6909026.68,114.77,0.135262533783976
598477.4,6909026.67,114.78,0.156001972402843
598477.31,6909026.68,114.77,0.148734409796544
598477.15,6909026.68,114.77,0.13145837518245
598477.01,6909026.69,114.81,0.110639449813508
598477.08,6909026.67,114.93,0.151941254679514
598477.01,6909026.69,114.81,0.144630435229731
598477.15,6909026.68,114.77,0.123673930508887
598477.13,6909026.69,114.61,0.103930418280753
598477.26,6909026.68,114.6,0.156624199980652
598477.13,6909026.69,114.61,0.11015922781933
598477.13,6909026.69,114.49,0.171900477701094
598477.15,6909026.68,114.35,0.104444402946386
598477.03,6909026.69,114.29,0.106401962062322
598477.03,6909026.69,114.29,0.0877889294167029
598477.02,6909026.69,114.35,0.174540799019876
598477.02,6909026.69,114.35,0.100586425592263
598477,6909026.69,114.48,0.110171352533953
598477,6909026.69,114.48,0.179931497246979
598476.96,6909026.67,114.71,0.125833158139671
598477,6909026.69,114.48,0.101712723576387
598477.13,6909026.69,114.49,0.114639248408754
598477.26,6909026.68,114.6,0.117937730338605
598477.4,6909026.67,114.63,0.176461423747994
598476.96,6909026.67,114.71,0.110554713854531
598477.01,6909026.69,114.81,0.127979172492285
598477.4,6909026.67,114.63,0.173653432140616
598477.58,6909026.67,114.62,0.131655952345315
598477.4,6909026.67,114.63,0.170231860953026
598477.4,6909026.67,114.78,0.14799951845872
598477.4,6909026.67,114.78,0.141903725487443
598477.48,6909026.67,114.8,0.107395245638607
598477.48,6909026.67,114.8,0.176505599797107
598477.56,6909026.67,114.8,0.143015227171131
598477.56,6909026.67,114.8,0.164882630682708
598477.68,6909026.66,114.74,0.143367509165027
598477.68,6909026.66,114.74,0.155973067059521
598477.68,6909026.66,114.7,0.178901943201044
598477.68,6909026.66,114.7,0.107210458817507
598477.58,6909026.67,114.62,0.175950457691441
598477.68,6909026.66,114.7,0.1038927479387
598477.68,6909026.66,114.61,0.175971615847665
598477.68,6909026.66,114.74,0.115448920468805
598477.68,6909026.66,114.81,0.116130664641752
598477.68,6909026.66,114.81,0.127054690476997
598477.65,6909026.66,114.87,0.101854580769025
598477.68,6909026.66,114.81,0.129153292556275
598477.65,6909026.66,114.87,0.139076955125409
598477.68,6909026.66,114.81,0.114125324159727
598477.71,6909026.66,114.86,0.166474256418913
598477.68,6909026.66,114.81,0.101995392288879
598477.72,6909026.66,114.81,0.153386723449366
598477.71,6909026.66,114.86,0.1582194385539
598477.87,6909026.65,114.84,0.1046027379522
598477.87,6909026.65,114.84,0.148572234716434
598477.91,6909026.65,114.79,0.10070683608873
598477.78,6909026.66,114.8,0.152086084216057
598477.72,6909026.66,114.81,0.135314560615615
598477.91,6909026.65,114.79,0.148838478720924
598477.91,6909026.65,114.69,0.112236806168874
598477.91,6909026.65,114.79,0.111668139215755
598478.05,6909026.65,114.83,0.178069386384301
598478.05,6909026.65,114.83,0.158384542618955
598478.07,6909026.64,114.77,0.101648581598449
598478.07,6909026.64,114.77,0.125776729662335
598478.09,6909026.64,114.65,0.129586011773713
598478.07,6909026.64,114.77,0.11624219648252
598478.15,6909026.64,114.78,0.139333254792992
598478.15,6909026.64,114.78,0.112070918790003
598478.26,6909026.64,114.66,0.16755475026547
598478.15,6909026.64,114.78,0.142387173770862
598478.27,6909026.64,114.88,0.147771827699973
598478.27,6909026.64,114.88,0.125086467282739
598478.4,6909026.63,114.91,0.127411012894971
598478.27,6909026.64,114.88,0.136726246257844
598478.12,6909026.64,114.86,0.105293549198275
598478.12,6909026.64,114.86,0.123582627845808
598478.05,6909026.65,114.83,0.155141879792518
598478.12,6909026.64,114.86,0.111692504072032
598478.04,6909026.64,114.88,0.178287968259283
598478.04,6909026.64,114.88,0.179215451497748
598478.05,6909026.65,114.83,0.111710111411143
598478.04,6909026.64,114.88,0.133757272723681
598477.87,6909026.65,114.84,0.155307402041325
598478.04,6909026.64,114.88,0.148182278548355
598477.71,6909026.66,114.86,0.172452619417946
598477.65,6909026.66,114.87,0.113141231278102
598477.36,6909026.67,114.9,0.127666783698838
598477.91,6909026.65,114.69,0.137994718170813
598478.01,6909026.65,114.63,0.127899003530149
598478.31,6909026.64,114.45,0.146164444564464
598478.25,6909026.64,114.5,0.144868015162766
598478.25,6909026.64,114.5,0.176912463251031
598478.08,6909026.65,114.53,0.138740393081448
598478.08,6909026.65,114.53,0.137977815683223
598478.02,6909026.65,114.46,0.144710615204183
598478.08,6909026.65,114.53,0.155951387092756
598478.01,6909026.65,114.63,0.172005855125897
598475.73,6909026.74,114.81,0.122579796722332
598475.78,6909026.74,115.1,0.156237506715033
598475.37,6909026.74,114.54,0.142267358821521
598475.19,6909026.77,114.47,0.108672680056144
598475.19,6909026.77,114.47,0.170854478144102
598475.16,6909026.77,114.54,0.158492560336699
598475.16,6909026.77,114.54,0.173651068846512
598475.36,6909026.76,114.53,0.16917494818099
598475.16,6909026.77,114.54,0.113591788104736
598475.18,6909026.77,114.6,0.141910131499469
598475.18,6909026.77,114.6,0.126553042181973
598475.3,6909026.76,114.63,0.0921341133922567
598475.3,6909026.76,114.63,0.173617929662414
598475.37,6909026.74,114.54,0.132866859630339
598475.3,6909026.76,114.63,0.171212122670925
598475.46,6909026.75,114.63,0.103837341157493
598475.73,6909026.74,114.81,0.125841819600917
598475.71,6909026.74,114.92,0.151367318855514
598475.71,6909026.74,114.92,0.131202715067184
598475.67,6909026.74,115.02,0.104221249970877
598475.71,6909026.74,114.92,0.163112751159961
598475.78,6909026.74,115.1,0.153422667404911
598475.67,6909026.74,115.02,0.149373625614034
598475.63,6909026.75,115.06,0.106514457800352
598475.63,6909026.75,115.06,0.121347061507938
598475.62,6909026.75,115.12,0.148119502232715
598477.08,6909026.67,114.93,0.176327756584857
598477,6909026.69,114.87,0.118794738589546
598477,6909026.69,114.87,0.11422348105008
598477.01,6909026.69,114.81,0.131900689637646
598477,6909026.69,114.87,0.134033125679191
598476.88,6909026.69,114.9,0.148116111206973
598476.88,6909026.69,114.9,0.107323602278399
598476.91,6909026.69,114.79,0.176186692011371
598476.91,6909026.69,114.79,0.115004932014006
598476.96,6909026.67,114.71,0.17782443137152
598476.88,6909026.69,114.9,0.128857914213236
598476.95,6909026.69,115,0.178179702657774
598476.95,6909026.69,115,0.111267713834956
598477.06,6909026.69,114.99,0.120228699807036
598477.06,6909026.69,114.99,0.114677619091979
598477.08,6909026.67,114.93,0.132922181156905
598477.06,6909026.69,114.99,0.139077811178517
598477.26,6909026.68,114.9,0.163490569487739
598476.95,6909026.69,115,0.14601227482432
598476.76,6909026.7,115,0.13805659371781
598476.76,6909026.7,115,0.143044816295646
598476.57,6909026.71,114.99,0.103213901334486
598476.49,6909026.71,114.65,0.136923816450118
598476.71,6909026.7,114.88,0.157396507858113
598476.71,6909026.7,114.88,0.147789822774301
598476.88,6909026.69,114.9,0.177683493481162
598476.71,6909026.7,114.88,0.153004653391899
598476.76,6909026.7,115,0.112131086810665
598475.82,6909026.74,114.54,0.0929694882042556
598475.73,6909026.74,114.81,0.17281818801675
598475.73,6909026.74,114.81,0.173585661918086
598475.85,6909026.74,114.72,0.0938694046251929
598475.85,6909026.74,114.72,0.0849324124749464
598476.02,6909026.73,114.7,0.105731328742517
598476.02,6909026.73,114.7,0.174119870357035
598476.07,6909026.73,114.85,0.131822322178732
598476.07,6909026.73,114.85,0.130716645005171
598476.17,6909026.72,114.88,0.161047413983102
598476.07,6909026.73,114.85,0.112745086870561
598475.9,6909026.74,114.89,0.167870579804932
598475.9,6909026.74,114.89,0.126797297667798
598475.73,6909026.74,114.81,0.150669907379452
598476.19,6909026.73,114.41,0.0831231218017114
598476.25,6909026.72,114.38,0.142998106934757
598476.09,6909026.73,114.35,0.157825911171795
598476.15,6909026.73,114.19,0.124011206266983
598476.15,6909026.73,114.19,0.0908656643039646
598475.99,6909026.74,114.18,0.0883437348362563
598476.09,6909026.73,114.07,0.142482244708129
598475.99,6909026.74,114.18,0.111411440023669
598476.15,6909026.71,114.2,0.16494595563056
598476.25,6909026.72,114.38,0.0880589424764115
598476.25,6909026.72,114.38,0.155961266058186
598476.36,6909026.72,114.54,0.14935737139372
598476.36,6909026.72,114.54,0.150386343326873
598476.49,6909026.71,114.65,0.112968000698336
598476.36,6909026.72,114.54,0.112769016112224
598476.15,6909026.73,114.58,0.155210544244217
598476.15,6909026.73,114.58,0.0915661548439783
598475.86,6909026.74,114.61,0.166749841763633
598475.86,6909026.74,114.61,0.135256808655526
598475.85,6909026.74,114.72,0.167150436155506
598476.15,6909026.73,114.58,0.17751117051736
598476.19,6909026.72,114.64,0.141862864844268
598476.19,6909026.72,114.64,0.107538294209562
598476.17,6909026.72,114.88,0.100979585170476
598476.19,6909026.72,114.64,0.175537913073011
598476.24,6909026.72,114.56,0.14950188079223
598476.17,6909026.72,114.88,0.112111442190173
598476.45,6909026.71,114.85,0.150759026484305
598476.45,6909026.71,114.85,0.116348585354173
598476.71,6909026.7,114.88,0.174884418911741
598476.45,6909026.71,114.85,0.118195175489349
598476.57,6909026.71,114.99,0.112088096025944
598476.15,6909026.71,114.2,0.178646050613771
598476.17,6909026.69,114.2,0.176214960006019
598476.17,6909026.69,114.2,0.166044484348326
598476.38,6909026.72,114.2,0.123224217823034
598476.38,6909026.72,114.2,0.127935029932134
598476.63,6909026.71,114.25,0.161482746292924
598476.63,6909026.71,114.25,0.122026378918007
598476.77,6909026.7,114.27,0.0806201597889462
598476.77,6909026.7,114.27,0.0884646637901873
598476.78,6909026.7,114.22,0.125322993547003
598476.38,6909026.72,114.2,0.176269320878929
598476.5,6909026.71,114.08,0.109377004557106
598476.5,6909026.71,114.08,0.113296462205144
598476.74,6909026.7,114.02,0.15206261862953
598476.63,6909026.71,114.25,0.0943760360340099
598476.63,6909026.71,114.31,0.155630818061789
598476.77,6909026.7,114.27,0.16250967478617
598477.03,6909026.69,114.29,0.147324039413608
598476.77,6909026.7,114.27,0.101166820193334
598477.02,6909026.69,114.35,0.179754252932338
598476.38,6909026.72,114.2,0.167191689567667
598476.38,6909026.71,114.22,0.160659809914303
598476.38,6909026.71,114.22,0.129758108351773
598476.34,6909026.72,114.31,0.13286697215182
598476.34,6909026.72,114.31,0.102590972067217
598476.42,6909026.73,114.45,0.132280691325813
598476.42,6909026.73,114.45,0.102575920012002
598476.64,6909026.71,114.53,0.125811142201134
598476.64,6909026.71,114.53,0.117272005628726
598476.76,6909026.7,114.55,0.138250957464872
598474.97,6909026.78,113.77,0.0548560635974361
598474.94,6909026.78,113.88,0.0850164407433468
598474.94,6909026.78,113.88,0.0411430406123123
598475.06,6909026.77,113.87,0.013932243684519
598475.06,6909026.75,113.87,0.0823865812369463
598475.24,6909026.77,113.89,0.0712896476896889
598475.24,6909026.77,113.89,0.0841497294741717
598475.27,6909026.76,113.83,0.021928954830644
598475.24,6909026.77,113.89,0.0149826012927985
598475.36,6909026.76,113.9,0.0855566614441452
598475.36,6909026.76,113.9,0.0810276496111699
598475.33,6909026.76,114.06,0.178912262551449
598475.33,6909026.76,114.06,0.082838326798163
598474.98,6909026.78,113.99,0.0780373714537041
598474.98,6909026.78,113.99,0.024850865542008
598475.06,6909026.75,113.87,0.0376288865584451
598474.94,6909026.78,113.88,0.0427542460924495
598474.88,6909026.78,113.96,0.0483635863337463
598474.88,6909026.78,113.96,0.0920740399797135
598474.98,6909026.78,113.99,0.0786722127163203
598475.33,6909026.76,114.06,0.146157056425233
598475.29,6909026.76,114.12,0.164534431332768
598475.29,6909026.76,114.12,0.0862100746690656
598475.24,6909026.77,114.13,0.0806699762547267
598475.24,6909026.77,114.13,0.0867299143531713
598475.11,6909026.77,114.19,0.0879722288957968
598475.29,6909026.76,114.12,0.16927881074494
598475.32,6909026.76,114.25,0.109939125077611
598475.24,6909026.77,114.13,0.0916921944639843
598475.22,6909026.77,114.28,0.0949208693961184
598475.22,6909026.77,114.28,0.155969928522194
598475.32,6909026.76,114.25,0.120708272096614
598475.22,6909026.77,114.28,0.142778889080278
598475.19,6909026.77,114.47,0.0876094838057822
598475.32,6909026.76,114.25,0.150817474411305
598475.46,6909026.76,114.21,0.169709260561436
598475.46,6909026.76,114.21,0.105327261011683
598475.45,6909026.76,114.38,0.170036437533633
598475.33,6909026.76,114.06,0.0961242230860877
598475.39,6909026.76,114.14,0.169832611943424
598475.29,6909026.76,114.12,0.148973086744874
598475.39,6909026.76,114.14,0.176865946808927
598475.39,6909026.76,114.14,0.120822598637438
598475.48,6909026.76,114.12,0.172315227881076
598475.48,6909026.76,114.12,0.112762572256203
598475.46,6909026.76,114.21,0.0853933879177835
598475.48,6909026.76,114.12,0.143302893728409
598475.6,6909026.75,114.09,0.0996258080734758
598475.6,6909026.75,114.09,0.0825950566584601
598475.59,6909026.75,114.26,0.138064140746306
598475.6,6909026.75,114.09,0.130993365939971
598475.58,6909026.75,113.87,0.0672772308602381
598475.58,6909026.75,113.87,0.0834048748845714
598475.62,6909026.75,113.81,0.0812544662824696
598475.45,6909026.76,113.82,0.0475796262085058
598475.47,6909026.76,113.87,0.0351222715981981
598475.47,6909026.76,113.87,0.0691888815365055
598475.58,6909026.75,113.87,0.0569915038258702
598475.58,6909026.75,113.87,0.0136775058176005
598475.79,6909026.74,113.97,0.0709516665077726
598475.79,6909026.74,113.97,0.0345568423935361
598475.98,6909026.73,113.97,0.116502854918528
598475.79,6909026.74,113.97,0.0826588877805552
598475.71,6909026.75,114.01,0.175036281555298
598475.71,6909026.75,114.01,0.118750298224063
598475.71,6909026.74,114.07,0.177575555722329
598475.71,6909026.74,114.07,0.0899488717554034
598475.6,6909026.75,114.09,0.172263841871224
598475.71,6909026.74,114.07,0.0803784417452044
598475.71,6909026.75,114.2,0.161843105734402
598475.6,6909026.75,114.18,0.167372237414132
598475.71,6909026.75,114.2,0.157863321363162
598475.71,6909026.75,114.2,0.170575533248774
598475.78,6909026.75,114.27,0.115248946788114
598475.78,6909026.75,114.27,0.166923249409722
598475.59,6909026.75,114.26,0.141162068995249
598475.78,6909026.75,114.27,0.179955227291961
598475.87,6909026.72,114.28,0.107749928381559
598475.71,6909026.74,114.07,0.109440281952936
598475.85,6909026.74,114.1,0.166688751323883
598475.85,6909026.74,114.1,0.1132021641386
598476.09,6909026.73,114.07,0.100927211089244
598474.91,6909026.79,112.57,0.051613770724704
598474.92,6909026.75,112.58,0.0632181276545206
598475.19,6909026.78,112.59,0.0109469059114492
598475.19,6909026.78,112.59,0.018981131070229
598475.52,6909026.77,112.65,0.0749875666919635
598475.19,6909026.78,112.59,0.0145352623007958
598475.54,6909026.76,112.48,0.0393264750855679
598475.61,6909026.76,112.47,0.0366427667170669
598475.88,6909026.75,112.48,0.0929195338036313
598475.88,6909026.75,112.48,0.0731137811994134
598476.22,6909026.73,112.6,0.0190518017016164
598475.61,6909026.76,112.47,0.0331311084992124
598475.54,6909026.76,112.48,0.0294277714414809
598476.22,6909026.73,112.6,0.0393569997334492
598476.33,6909026.73,113.18,0.0416965728094463
598476.22,6909026.73,112.6,0.0860415480291105
598476.2,6909026.73,112.23,0.0197728171148778
598475.61,6909026.76,112.47,0.0225260875088597
598475.66,6909026.76,112.38,0.0285337044114255
598475.66,6909026.76,112.38,0.0141382655898215
598475.65,6909026.76,112.21,0.0615840685868224
598475.66,6909026.76,112.38,0.0863997898712785
598475.88,6909026.75,112.48,0.0386177236350245
598475.19,6909026.78,112.59,0.0116396979490838
598475.16,6909026.77,112.17,0.047805366104712
598476.2,6909026.73,112.23,0.0718346105098102
598475.65,6909026.76,112.21,0.0232277881085933
598475.65,6909026.76,112.21,0.0319759574137078
598475.16,6909026.77,112.17,0.0281214090063057
598475.16,6909026.77,112.17,0.0338924685038717
598474.56,6909026.81,112.31,0.066918504445557
598474.56,6909026.81,112.31,0.0370625394774142
598474.13,6909026.83,112.36,0.0442804197317164
598474.07,6909026.8,112.15,0.0640215638305609
598474.1,6909026.83,112.59,0.0304063609619169
598474.1,6909026.83,112.59,0.0597907778082026
598474.03,6909026.83,112.82,0.0391574791881468
598474.03,6909026.83,112.82,0.0744214175144877
598474.2,6909026.82,112.69,0.0257251273716801
598474.2,6909026.82,112.69,0.0911926005447756
598474.27,6909026.82,112.68,0.0154243455732009
598474.27,6909026.82,112.68,0.0820738434058395
598474.5,6909026.81,112.77,0.0108777804584623
598474.56,6909026.81,113.28,0.0164471190191554
598474.55,6909026.81,113.1,0.0418372061045059
598474.68,6909026.8,113.33,0.0464476843347033
598474.66,6909026.8,113.01,0.0493452718170629
598474.5,6909026.81,112.77,0.0268566694645088
598474.55,6909026.81,112.8,0.0148268138158775
598474.55,6909026.81,112.8,0.0936981907102484
598474.77,6909026.8,112.81,0.0642113188437194
598474.77,6909026.8,112.81,0.0955602031251944
598474.74,6909026.8,112.45,0.0588099917637856
598474.91,6909026.79,112.57,0.0970326896618061
598474.86,6909026.79,112.49,0.0245665928873408
598474.9,6909026.77,112.59,0.0100367344956876
598474.96,6909026.79,112.78,0.0875947934421186
598474.96,6909026.79,112.78,0.0387600853021364
598474.8,6909026.8,112.85,0.0275646800589576
598474.96,6909026.79,112.78,0.0999425580575227
598475.07,6909026.78,112.77,0.028936590675677
598474.96,6909026.79,112.78,0.0345318741340825
598474.96,6909026.79,113.16,0.0953579737639324
598474.96,6909026.79,113.16,0.0113942734044952
598474.97,6909026.78,113.4,0.0898446242683084
598474.08,6909026.83,113.18,0.0688681068643736
598474.4,6909026.81,113.24,0.0959173968366043
598474.4,6909026.81,113.24,0.0444485960834071
598474.56,6909026.81,113.28,0.0640154901399851
598474.56,6909026.81,113.28,0.0327658614367759
598474.68,6909026.8,113.33,0.0640459722357284
598474.68,6909026.8,113.33,0.0282813662299702
598474.97,6909026.78,113.4,0.0715310758313784
598474.97,6909026.78,113.4,0.0236550183366282
598475.13,6909026.78,113.5,0.0397282845764006
598475.13,6909026.78,113.5,0.0796510459302411
598475.44,6909026.76,113.59,0.0408280616747824
598475.13,6909026.78,113.5,0.0156904468327375
598475.47,6909026.76,113.54,0.0756373508796851
598475.47,6909026.76,113.54,0.0638091772601997
