x,y,z,polyline_id
598478.77,6909026.62,114.66,94
598478.78,6909026.62,114.8,94
598478.55,6909026.62,114.77,95
598478.54,6909026.62,114.82,95
598478.54,6909026.62,114.82,96
598478.6,6909026.62,114.83,96
598478.55,6909026.62,114.77,97
598478.6,6909026.62,114.83,97
598478.6,6909026.62,114.83,98
598478.68,6909026.62,114.76,98
598478.42,6909026.63,114.67,99
598478.4,6909026.63,114.74,99
598478.4,6909026.63,114.74,100
598478.46,6909026.63,114.71,100
598478.4,6909026.63,114.74,101
598478.4,6909026.63,114.91,101
598477.36,6909026.67,114.9,102
598477.4,6909026.67,114.78,102
598477.08,6909026.67,114.93,103
598477.26,6909026.68,114.9,103
598477.26,6909026.68,114.9,104
598477.36,6909026.67,114.9,104
598477.26,6909026.68,114.9,105
598477.31,6909026.68,114.77,105
598477.31,6909026.68,114.77,106
598477.4,6909026.67,114.78,106
598477.31,6909026.68,114.77,107
598477.15,6909026.68,114.77,107
598477.01,6909026.69,114.81,108
598477.08,6909026.67,114.93,108
598477.01,6909026.69,114.81,109
598477.15,6909026.68,114.77,109
598477.13,6909026.69,114.61,110
598477.26,6909026.68,114.6,110
598477.13,6909026.69,114.61,111
598477.13,6909026.69,114.49,111
598477.15,6909026.68,114.35,112
598477.03,6909026.69,114.29,112
598477.03,6909026.69,114.29,113
598477.02,6909026.69,114.35,113
598477.02,6909026.69,114.35,114
598477,6909026.69,114.48,114
598477,6909026.69,114.48,115
598476.96,6909026.67,114.71,115
598477,6909026.69,114.48,116
598477.13,6909026.69,114.49,116
598477.26,6909026.68,114.6,117
598477.4,6909026.67,114.63,117
598476.96,6909026.67,114.71,118
598477.01,6909026.69,114.81,118
598477.4,6909026.67,114.63,119
598477.58,6909026.67,114.62,119
598477.4,6909026.67,114.63,120
598477.4,6909026.67,114.78,120
598477.4,6909026.67,114.78,121
598477.48,6909026.67,114.8,121
598477.48,6909026.67,114.8,122
598477.56,6909026.67,114.8,122
598477.56,6909026.67,114.8,123
598477.68,6909026.66,114.74,123
598477.68,6909026.66,114.74,124
598477.68,6909026.66,114.7,124
598477.68,6909026.66,114.7,125
598477.58,6909026.67,114.62,125
598477.68,6909026.66,114.7,126
598477.68,6909026.66,114.61,126
598477.68,6909026.66,114.74,127
598477.68,6909026.66,114.81,127
598477.68,6909026.66,114.81,128
598477.65,6909026.66,114.87,128
598477.68,6909026.66,114.81,129
598477.65,6909026.66,114.87,129
598477.68,6909026.66,114.81,130
598477.71,6909026.66,114.86,130
598477.68,6909026.66,114.81,131
598477.72,6909026.66,114.81,131
598477.71,6909026.66,114.86,132
598477.87,6909026.65,114.84,132
598477.87,6909026.65,114.84,133
598477.91,6909026.65,114.79,133
598477.78,6909026.66,114.8,134
598477.72,6909026.66,114.81,134
598477.91,6909026.65,114.79,135
598477.91,6909026.65,114.69,135
598477.91,6909026.65,114.79,136
598478.05,6909026.65,114.83,136
598478.05,6909026.65,114.83,137
598478.07,6909026.64,114.77,137
598478.07,6909026.64,114.77,138
598478.09,6909026.64,114.65,138
598478.07,6909026.64,114.77,139
598478.15,6909026.64,114.78,139
598478.15,6909026.64,114.78,140
598478.26,6909026.64,114.66,140
598478.15,6909026.64,114.78,141
598478.27,6909026.64,114.88,141
598478.27,6909026.64,114.88,142
598478.4,6909026.63,114.91,142
598478.27,6909026.64,114.88,143
598478.12,6909026.64,114.86,143
598478.12,6909026.64,114.86,144
598478.05,6909026.65,114.83,144
598478.12,6909026.64,114.86,145
598478.04,6909026.64,114.88,145
598478.04,6909026.64,114.88,146
598478.05,6909026.65,114.83,146
598478.04,6909026.64,114.88,147
598477.87,6909026.65,114.84,147
598478.04,6909026.64,114.88,148
598477.71,6909026.66,114.86,148
598477.65,6909026.66,114.87,149
598477.36,6909026.67,114.9,149
598477.91,6909026.65,114.69,150
598478.01,6909026.65,114.63,150
598478.31,6909026.64,114.45,151
598478.25,6909026.64,114.5,151
598478.25,6909026.64,114.5,152
598478.08,6909026.65,114.53,152
598478.08,6909026.65,114.53,153
598478.02,6909026.65,114.46,153
598478.08,6909026.65,114.53,154
598478.01,6909026.65,114.63,154
598475.73,6909026.74,114.81,155
598475.78,6909026.74,115.1,155
598475.37,6909026.74,114.54,156
598475.19,6909026.77,114.47,156
598475.19,6909026.77,114.47,157
598475.16,6909026.77,114.54,157
598475.16,6909026.77,114.54,158
598475.36,6909026.76,114.53,158
598475.16,6909026.77,114.54,159
598475.18,6909026.77,114.6,159
598475.18,6909026.77,114.6,160
598475.3,6909026.76,114.63,160
598475.3,6909026.76,114.63,161
598475.37,6909026.74,114.54,161
598475.3,6909026.76,114.63,162
598475.46,6909026.75,114.63,162
598475.73,6909026.74,114.81,163
598475.71,6909026.74,114.92,163
598475.71,6909026.74,114.92,164
598475.67,6909026.74,115.02,164
598475.71,6909026.74,114.92,165
598475.78,6909026.74,115.1,165
598475.67,6909026.74,115.02,166
598475.63,6909026.75,115.06,166
598475.63,6909026.75,115.06,167
598475.62,6909026.75,115.12,167
598477.08,6909026.67,114.93,168
598477,6909026.69,114.87,168
598477,6909026.69,114.87,169
598477.01,6909026.69,114.81,169
598477,6909026.69,114.87,170
598476.88,6909026.69,114.9,170
598476.88,6909026.69,114.9,171
598476.91,6909026.69,114.79,171
598476.91,6909026.69,114.79,172
598476.96,6909026.67,114.71,172
598476.88,6909026.69,114.9,173
598476.95,6909026.69,115,173
598476.95,6909026.69,115,174
598477.06,6909026.69,114.99,174
598477.06,6909026.69,114.99,175
598477.08,6909026.67,114.93,175
598477.06,6909026.69,114.99,176
598477.26,6909026.68,114.9,176
598476.95,6909026.69,115,177
598476.76,6909026.7,115,177
598476.76,6909026.7,115,178
598476.57,6909026.71,114.99,178
598476.49,6909026.71,114.65,179
598476.71,6909026.7,114.88,179
598476.71,6909026.7,114.88,180
598476.88,6909026.69,114.9,180
598476.71,6909026.7,114.88,181
598476.76,6909026.7,115,181
598475.82,6909026.74,114.54,182
598475.73,6909026.74,114.81,182
598475.73,6909026.74,114.81,183
598475.85,6909026.74,114.72,183
598475.85,6909026.74,114.72,184
598476.02,6909026.73,114.7,184
598476.02,6909026.73,114.7,185
598476.07,6909026.73,114.85,185
598476.07,6909026.73,114.85,186
598476.17,6909026.72,114.88,186
598476.07,6909026.73,114.85,187
598475.9,6909026.74,114.89,187
598475.9,6909026.74,114.89,188
598475.73,6909026.74,114.81,188
598476.19,6909026.73,114.41,189
598476.25,6909026.72,114.38,189
598476.09,6909026.73,114.35,190
598476.15,6909026.73,114.19,190
598476.15,6909026.73,114.19,191
598475.99,6909026.74,114.18,191
598476.09,6909026.73,114.07,192
598475.99,6909026.74,114.18,192
598476.15,6909026.71,114.2,193
598476.25,6909026.72,114.38,193
598476.25,6909026.72,114.38,194
598476.36,6909026.72,114.54,194
598476.36,6909026.72,114.54,195
598476.49,6909026.71,114.65,195
598476.36,6909026.72,114.54,196
598476.15,6909026.73,114.58,196
598476.15,6909026.73,114.58,197
598475.86,6909026.74,114.61,197
598475.86,6909026.74,114.61,198
598475.85,6909026.74,114.72,198
598476.15,6909026.73,114.58,199
598476.19,6909026.72,114.64,199
598476.19,6909026.72,114.64,200
598476.17,6909026.72,114.88,200
598476.19,6909026.72,114.64,201
598476.24,6909026.72,114.56,201
598476.17,6909026.72,114.88,202
598476.45,6909026.71,114.85,202
598476.45,6909026.71,114.85,203
598476.71,6909026.7,114.88,203
598476.45,6909026.71,114.85,204
598476.57,6909026.71,114.99,204
598476.15,6909026.71,114.2,205
598476.17,6909026.69,114.2,205
598476.17,6909026.69,114.2,206
598476.38,6909026.72,114.2,206
598476.38,6909026.72,114.2,207
598476.63,6909026.71,114.25,207
598476.63,6909026.71,114.25,208
598476.77,6909026.7,114.27,208
598476.77,6909026.7,114.27,209
598476.78,6909026.7,114.22,209
598476.38,6909026.72,114.2,210
598476.5,6909026.71,114.08,210
598476.5,6909026.71,114.08,211
598476.74,6909026.7,114.02,211
598476.63,6909026.71,114.25,212
598476.63,6909026.71,114.31,212
598476.77,6909026.7,114.27,213
598477.03,6909026.69,114.29,213
598476.77,6909026.7,114.27,214
598477.02,6909026.69,114.35,214
598476.38,6909026.72,114.2,215
598476.38,6909026.71,114.22,215
598476.38,6909026.71,114.22,216
598476.34,6909026.72,114.31,216
598476.34,6909026.72,114.31,217
598476.42,6909026.73,114.45,217
598476.42,6909026.73,114.45,218
598476.64,6909026.71,114.53,218
598476.64,6909026.71,114.53,219
598476.76,6909026.7,114.55,219
598474.97,6909026.78,113.77,220
598474.94,6909026.78,113.88,220
598474.94,6909026.78,113.88,221
598475.06,6909026.77,113.87,221
598475.06,6909026.75,113.87,222
598475.24,6909026.77,113.89,222
598475.24,6909026.77,113.89,223
598475.27,6909026.76,113.83,223
598475.24,6909026.77,113.89,224
598475.36,6909026.76,113.9,224
598475.36,6909026.76,113.9,225
598475.33,6909026.76,114.06,225
598475.33,6909026.76,114.06,226
598474.98,6909026.78,113.99,226
598474.98,6909026.78,113.99,227
598475.06,6909026.75,113.87,227
598474.94,6909026.78,113.88,228
598474.88,6909026.78,113.96,228
598474.88,6909026.78,113.96,229
598474.98,6909026.78,113.99,229
598475.33,6909026.76,114.06,230
598475.29,6909026.76,114.12,230
598475.29,6909026.76,114.12,231
598475.24,6909026.77,114.13,231
598475.24,6909026.77,114.13,232
598475.11,6909026.77,114.19,232
598475.29,6909026.76,114.12,233
598475.32,6909026.76,114.25,233
598475.24,6909026.77,114.13,234
598475.22,6909026.77,114.28,234
598475.22,6909026.77,114.28,235
598475.32,6909026.76,114.25,235
598475.22,6909026.77,114.28,236
598475.19,6909026.77,114.47,236
598475.32,6909026.76,114.25,237
598475.46,6909026.76,114.21,237
598475.46,6909026.76,114.21,238
598475.45,6909026.76,114.38,238
598475.33,6909026.76,114.06,239
598475.39,6909026.76,114.14,239
598475.29,6909026.76,114.12,240
598475.39,6909026.76,114.14,240
598475.39,6909026.76,114.14,241
598475.48,6909026.76,114.12,241
598475.48,6909026.76,114.12,242
598475.46,6909026.76,114.21,242
598475.48,6909026.76,114.12,243
598475.6,6909026.75,114.09,243
598475.6,6909026.75,114.09,244
598475.59,6909026.75,114.26,244
598475.6,6909026.75,114.09,245
598475.58,6909026.75,113.87,245
598475.58,6909026.75,113.87,246
598475.62,6909026.75,113.81,246
598475.45,6909026.76,113.82,247
598475.47,6909026.76,113.87,247
598475.47,6909026.76,113.87,248
598475.58,6909026.75,113.87,248
598475.58,6909026.75,113.87,249
598475.79,6909026.74,113.97,249
598475.79,6909026.74,113.97,250
598475.98,6909026.73,113.97,250
598475.79,6909026.74,113.97,251
598475.71,6909026.75,114.01,251
598475.71,6909026.75,114.01,252
598475.71,6909026.74,114.07,252
598475.71,6909026.74,114.07,253
598475.6,6909026.75,114.09,253
598475.71,6909026.74,114.07,254
598475.71,6909026.75,114.2,254
598475.6,6909026.75,114.18,255
598475.71,6909026.75,114.2,255
598475.71,6909026.75,114.2,256
598475.78,6909026.75,114.27,256
598475.78,6909026.75,114.27,257
598475.59,6909026.75,114.26,257
598475.78,6909026.75,114.27,258
598475.87,6909026.72,114.28,258
598475.71,6909026.74,114.07,259
598475.85,6909026.74,114.1,259
598475.85,6909026.74,114.1,260
598476.09,6909026.73,114.07,260
598474.91,6909026.79,112.57,261
598474.92,6909026.75,112.58,261
598475.19,6909026.78,112.59,261
598475.19,6909026.78,112.59,262
598475.52,6909026.77,112.65,262
598475.19,6909026.78,112.59,263
598475.54,6909026.76,112.48,263
598475.61,6909026.76,112.47,264
598475.88,6909026.75,112.48,264
598475.88,6909026.75,112.48,265
598476.22,6909026.73,112.6,265
598475.61,6909026.76,112.47,266
598475.54,6909026.76,112.48,266
598476.22,6909026.73,112.6,267
598476.33,6909026.73,113.18,267
598476.22,6909026.73,112.6,268
598476.2,6909026.73,112.23,268
598475.61,6909026.76,112.47,269
598475.66,6909026.76,112.38,269
598475.66,6909026.76,112.38,270
598475.65,6909026.76,112.21,270
598475.66,6909026.76,112.38,271
598475.88,6909026.75,112.48,271
598475.19,6909026.78,112.59,272
598475.16,6909026.77,112.17,272
598476.2,6909026.73,112.23,273
598475.65,6909026.76,112.21,273
598475.65,6909026.76,112.21,274
598475.16,6909026.77,112.17,274
598475.16,6909026.77,112.17,275
598474.56,6909026.81,112.31,275
598474.56,6909026.81,112.31,276
598474.13,6909026.83,112.36,276
598474.07,6909026.8,112.15,277
598474.1,6909026.83,112.59,277
598474.1,6909026.83,112.59,278
598474.03,6909026.83,112.82,278
598474.03,6909026.83,112.82,279
598474.2,6909026.82,112.69,279
598474.2,6909026.82,112.69,280
598474.27,6909026.82,112.68,280
598474.27,6909026.82,112.68,281
598474.5,6909026.81,112.77,281
598474.56,6909026.81,113.28,282
598474.55,6909026.81,113.1,282
598474.68,6909026.8,113.33,283
598474.66,6909026.8,113.01,283
598474.5,6909026.81,112.77,284
598474.55,6909026.81,112.8,284
598474.55,6909026.81,112.8,285
598474.77,6909026.8,112.81,285
598474.77,6909026.8,112.81,286
598474.74,6909026.8,112.45,286
598474.91,6909026.79,112.57,287
598474.86,6909026.79,112.49,287
598474.9,6909026.77,112.59,288
598474.96,6909026.79,112.78,288
598474.96,6909026.79,112.78,289
598474.8,6909026.8,112.85,289
598474.96,6909026.79,112.78,290
598475.07,6909026.78,112.77,290
598474.96,6909026.79,112.78,291
598474.96,6909026.79,113.16,291
598474.96,6909026.79,113.16,292
598474.97,6909026.78,113.4,292
598474.08,6909026.83,113.18,293
598474.4,6909026.81,113.24,293
598474.4,6909026.81,113.24,294
598474.56,6909026.81,113.28,294
598474.56,6909026.81,113.28,295
598474.68,6909026.8,113.33,295
598474.68,6909026.8,113.33,296
598474.97,6909026.78,113.4,296
598474.97,6909026.78,113.4,297
598475.13,6909026.78,113.5,297
598475.13,6909026.78,113.5,298
598475.44,6909026.76,113.59,298
598475.13,6909026.78,113.5,299
598475.47,6909026.76,113.54,299
598475.47,6909026.76,113.54,300
598476,6909026.74,113.4,300
598475.54,6909026.77,112.87,301
598475.97,6909026.75,113,301
598476,6909026.74,113.4,302
598475.77,6909026.75,113.52,302
598475.47,6909026.76,113.54,303
598475.77,6909026.75,113.52,303
598475.77,6909026.75,113.52,304
598475.75,6909026.74,113.64,304
598475.75,6909026.74,113.64,305
598476.05,6909026.73,113.7,305
598475.75,6909026.74,113.64,306
598475.62,6909026.75,113.81,306
598475.44,6909026.76,113.59,307
598475.45,6909026.76,113.82,307
598476.14,6909026.74,112.88,308
598476.14,6909026.74,113.32,308
598476.14,6909026.74,113.32,309
598476.15,6909026.73,113.61,309
598476.15,6909026.73,113.61,310
598476.05,6909026.73,113.7,310
598476.15,6909026.73,113.61,311
598476.24,6909026.72,113.61,311
598476.09,6909026.73,114.07,312
598476.12,6909026.73,113.71,312
598475.19,6909026.78,112.59,313
598475.18,6909026.76,112.6,313
598475.18,6909026.76,112.6,314
598475.2,6909026.78,113.34,314
598474,6909026.84,112.95,315
598473.95,6909026.83,113.2,315
598474.5,6909026.8,113.62,316
598474.76,6909026.79,113.67,316
598474.68,6909026.8,113.33,317
598474.76,6909026.79,113.67,317
598474.76,6909026.79,113.67,318
598474.96,6909026.78,113.67,318
598473.95,6909026.83,113.2,319
598473.96,6909026.83,113.45,319
598473.96,6909026.83,113.45,320
598473.74,6909026.84,113.59,320
598473.96,6909026.83,113.45,321
598473.88,6909026.82,113.7,321
598473.88,6909026.82,113.7,322
598473.74,6909026.84,113.59,322
598473.88,6909026.82,113.7,323
598473.98,6909026.83,113.72,323
598473.98,6909026.83,113.72,324
598474.18,6909026.81,113.75,324
598473.96,6909026.83,113.45,325
598473.98,6909026.83,113.72,325
598473.96,6909026.83,113.45,326
598474.06,6909026.82,113.47,326
598474.06,6909026.82,113.47,327
598473.98,6909026.83,113.72,327
598474.07,6909026.8,113.47,328
598474.13,6909026.82,113.57,328
598474.13,6909026.82,113.57,329
598474.18,6909026.81,113.75,329
598474.13,6909026.82,113.57,330
598474.1,6909026.82,113.58,330
598474.1,6909026.82,113.58,331
598474.01,6909026.83,113.6,331
598474.1,6909026.82,113.58,332
598474.12,6909026.81,113.69,332
598474.12,6909026.81,113.69,333
598473.98,6909026.83,113.72,333
598474.12,6909026.81,113.69,334
598474.31,6909026.81,113.67,334
598474.07,6909026.8,113.47,335
598474.19,6909026.81,113.56,335
598474.19,6909026.81,113.56,336
598474.13,6909026.82,113.57,336
598474.19,6909026.81,113.56,337
598474.31,6909026.81,113.67,337
598474.07,6909026.8,113.47,338
598474.07,6909026.82,113.37,338
598474.07,6909026.82,113.37,339
598474.01,6909026.83,113.37,339
598473.96,6909026.83,113.45,340
598474.01,6909026.83,113.37,340
598474.01,6909026.83,113.37,341
598473.95,6909026.83,113.2,341
598474.07,6909026.82,113.37,342
598474.08,6909026.83,113.18,342
598474.07,6909026.82,113.37,343
598474.19,6909026.81,113.56,343
598474.38,6909026.79,113.47,344
598474.28,6909026.82,113.37,344
598474.28,6909026.82,113.37,345
598474.08,6909026.83,113.18,345
598474.19,6909026.81,113.56,346
598474.23,6909026.81,113.53,346
598474.28,6909026.8,113.39,347
598474.11,6909026.82,113.53,347
598474.11,6909026.82,113.53,348
598474.1,6909026.82,113.58,348
598474.28,6909026.8,113.39,349
598474.58,6909026.8,113.42,349
598474.18,6909026.81,113.75,350
598474.37,6909026.8,113.72,350
598474.37,6909026.8,113.72,351
598474.31,6909026.81,113.67,351
598474.54,6909026.79,113.71,352
598474.76,6909026.79,113.67,352
598474.76,6909026.79,113.67,353
598474.7,6909026.79,113.83,353
598474.76,6909026.79,113.67,354
598474.71,6909026.79,113.72,354
598474.88,6909026.78,113.96,355
598474.75,6909026.79,113.88,355
598474.75,6909026.79,113.88,356
598474.71,6909026.79,114.03,356
598474.71,6909026.79,114.03,357
598474.7,6909026.79,114.18,357
598474.7,6909026.79,114.18,358
598474.81,6909026.79,114.09,358
598474.81,6909026.79,114.09,359
598474.88,6909026.78,113.96,359
598474.81,6909026.79,114.09,360
598474.83,6909026.78,114.15,360
598474.83,6909026.78,114.15,361
598474.94,6909026.78,114.11,361
598474.94,6909026.78,114.11,362
598474.98,6909026.78,113.99,362
598474.7,6909026.79,114.18,363
598474.6,6909026.8,114.12,363
598474.6,6909026.8,114.12,364
598474.54,6909026.8,114.17,364
598474.54,6909026.8,114.17,365
598474.7,6909026.79,114.18,365
598474.54,6909026.8,114.17,366
598474.44,6909026.8,114.18,366
598474.44,6909026.8,114.18,367
598474.39,6909026.8,114.11,367
598474.44,6909026.8,114.18,368
598474.42,6909026.8,114.25,368
598474.42,6909026.8,114.25,369
598474.33,6909026.8,114.24,369
598474.33,6909026.8,114.24,370
598474.35,6909026.8,114.18,370
598474.35,6909026.8,114.18,371
598474.44,6909026.8,114.18,371
598474.35,6909026.8,114.18,372
598474.39,6909026.8,114.11,372
598474.35,6909026.8,114.18,373
598474.27,6909026.81,114.18,373
598474.27,6909026.81,114.18,374
598474.23,6909026.81,114.32,374
598474.23,6909026.81,114.32,375
598474.18,6909026.81,114.32,375
598474.16,6909026.77,114.2,376
598474.18,6909026.81,114.32,376
598474.18,6909026.81,114.32,377
598474.11,6909026.81,114.32,377
598474.11,6909026.81,114.32,378
598474.1,6909026.81,114.25,378
598474.18,6909026.81,114.32,379
598474.18,6909026.81,114.44,379
598474.23,6909026.81,114.32,380
598474.18,6909026.81,114.44,380
598474.18,6909026.81,114.44,381
598474.3,6909026.8,114.42,381
598474.3,6909026.8,114.42,382
598474.3,6909026.8,114.33,382
598474.23,6909026.81,114.32,383
598474.3,6909026.8,114.33,383
598474.3,6909026.8,114.33,384
598474.33,6909026.8,114.24,384
598474.3,6909026.8,114.33,385
598474.42,6909026.8,114.25,385
598474.11,6909026.81,114.32,386
598473.89,6909026.82,114.29,386
598473.89,6909026.82,114.29,387
598474,6909026.82,114.37,387
598474,6909026.82,114.37,388
598474.09,6909026.81,114.37,388
598474.09,6909026.81,114.37,389
598474.09,6909026.81,114.41,389
598474.09,6909026.81,114.41,390
598474.18,6909026.81,114.44,390
598474,6909026.82,114.37,391
598473.98,6909026.82,114.4,391
598473.98,6909026.82,114.4,392
598474.07,6909026.81,114.47,392
598474.07,6909026.81,114.47,393
598474.18,6909026.81,114.44,393
598474.06,6909026.79,114.47,394
598473.84,6909026.82,114.53,394
598473.84,6909026.82,114.53,395
598473.68,6909026.83,114.47,395
598473.68,6909026.83,114.47,396
598473.68,6909026.83,114.39,396
598473.77,6909026.83,114.41,397
598473.68,6909026.83,114.39,397
598473.68,6909026.83,114.39,398
598473.6,6909026.83,114.36,398
598473.6,6909026.83,114.36,399
598473.56,6909026.84,114.26,399
598473.56,6909026.84,114.26,400
598473.71,6909026.83,114.28,400
598473.71,6909026.83,114.28,401
598473.76,6909026.83,114.26,401
598473.76,6909026.83,114.26,402
598473.89,6909026.82,114.29,402
598473.85,6909026.82,113.8,403
598473.87,6909026.82,113.83,403
598473.87,6909026.82,113.83,404
598473.9,6909026.82,113.86,404
598473.87,6909026.82,113.83,405
598473.84,6909026.83,113.87,405
598471.58,6909026.93,113.14,406
598471.53,6909026.93,113.25,406
598471.28,6909026.95,112.41,407
598471.25,6909026.84,112.18,407
598470.38,6909026.98,112.18,408
598470.54,6909026.98,112.59,408
598470.54,6909026.98,112.59,409
598469.92,6909027.01,112.56,409
598469.97,6909027,112.12,410
598469.89,6909027.01,112.37,410
598469.89,6909027.01,112.37,411
598469.89,6909027.01,112.49,411
